Numero_expedient;Descripcio_causa_mediata
2018S001925    ;No hi ha causa mediata
2018S005969    ;No hi ha causa mediata
2018S005693    ;No hi ha causa mediata
2018S008140    ;No hi ha causa mediata
2018S008045    ;No hi ha causa mediata
2018S005842    ;No hi ha causa mediata
2018S007414    ;No hi ha causa mediata
2018S003709    ;No hi ha causa mediata
2018S006794    ;No hi ha causa mediata
2018S007978    ;No hi ha causa mediata
2018S000801    ;No hi ha causa mediata
2018S001725    ;No hi ha causa mediata
2018S002521    ;No hi ha causa mediata
2018S007666    ;No hi ha causa mediata
2018S002700    ;No hi ha causa mediata
2018S003420    ;No hi ha causa mediata
2018S000020    ;No hi ha causa mediata
2018S004932    ;No hi ha causa mediata
2018S008581    ;No hi ha causa mediata
2018S002645    ;No hi ha causa mediata
2018S002161    ;No hi ha causa mediata
2018S009866    ;No hi ha causa mediata
2018S003681    ;No hi ha causa mediata
2018S003170    ;No hi ha causa mediata
2018S009106    ;No hi ha causa mediata
2018S003718    ;Alcohol̬mia
2018S001466    ;No hi ha causa mediata
2018S003747    ;No hi ha causa mediata
2018S005488    ;No hi ha causa mediata
2018S005612    ;No hi ha causa mediata
2018S009548    ;No hi ha causa mediata
2018S000593    ;No hi ha causa mediata
2018S006863    ;No hi ha causa mediata
2018S001286    ;Alcohol̬mia
2018S006522    ;No hi ha causa mediata
2018S002922    ;No hi ha causa mediata
2018S000173    ;No hi ha causa mediata
2018S006052    ;No hi ha causa mediata
2018S003341    ;No hi ha causa mediata
2018S000612    ;No hi ha causa mediata
2018S003002    ;No hi ha causa mediata
2018S000999    ;No hi ha causa mediata
2018S002419    ;No hi ha causa mediata
2018S004830    ;No hi ha causa mediata
2018S000966    ;No hi ha causa mediata
2018S007417    ;No hi ha causa mediata
2018S008200    ;No hi ha causa mediata
2018S003591    ;No hi ha causa mediata
2018S006605    ;No hi ha causa mediata
2018S004085    ;No hi ha causa mediata
2018S007274    ;No hi ha causa mediata
2018S006075    ;No hi ha causa mediata
2018S003423    ;No hi ha causa mediata
2018S001704    ;No hi ha causa mediata
2018S005793    ;No hi ha causa mediata
2018S005460    ;No hi ha causa mediata
2018S000810    ;No hi ha causa mediata
2018S009346    ;No hi ha causa mediata
2018S005626    ;No hi ha causa mediata
2018S004226    ;No hi ha causa mediata
2018S009945    ;No hi ha causa mediata
2018S008256    ;No hi ha causa mediata
2018S008297    ;No hi ha causa mediata
2018S000407    ;No hi ha causa mediata
2018S004881    ;No hi ha causa mediata
2018S000376    ;No hi ha causa mediata
2018S001686    ;No hi ha causa mediata
2018S004337    ;No hi ha causa mediata
2018S007879    ;No hi ha causa mediata
2018S008414    ;No hi ha causa mediata
2018S002765    ;No hi ha causa mediata
2018S000914    ;No hi ha causa mediata
2018S002623    ;No hi ha causa mediata
2018S009127    ;No hi ha causa mediata
2018S006975    ;No hi ha causa mediata
2018S004630    ;No hi ha causa mediata
2018S005875    ;No hi ha causa mediata
2018S001846    ;No hi ha causa mediata
2018S001019    ;No hi ha causa mediata
2018S005560    ;No hi ha causa mediata
2018S004697    ;No hi ha causa mediata
2018S000496    ;No hi ha causa mediata
2018S008247    ;No hi ha causa mediata
2018S008236    ;No hi ha causa mediata
2018S009248    ;No hi ha causa mediata
2018S006394    ;No hi ha causa mediata
2018S006124    ;No hi ha causa mediata
2018S004386    ;No hi ha causa mediata
2018S006199    ;No hi ha causa mediata
2018S002713    ;No hi ha causa mediata
2018S006411    ;Drogues o medicaments
2018S006209    ;No hi ha causa mediata
2018S004165    ;No hi ha causa mediata
2018S002094    ;No hi ha causa mediata
2018S006370    ;No hi ha causa mediata
2018S005957    ;No hi ha causa mediata
2018S000063    ;No hi ha causa mediata
2018S009571    ;No hi ha causa mediata
2018S008145    ;No hi ha causa mediata
2018S004467    ;No hi ha causa mediata
2018S003628    ;No hi ha causa mediata
2018S007065    ;No hi ha causa mediata
2018S002258    ;No hi ha causa mediata
2018S004177    ;No hi ha causa mediata
2018S003055    ;No hi ha causa mediata
2018S000720    ;No hi ha causa mediata
2018S003029    ;No hi ha causa mediata
2018S009868    ;No hi ha causa mediata
2018S003903    ;No hi ha causa mediata
2018S001252    ;No hi ha causa mediata
2018S003570    ;No hi ha causa mediata
2018S002944    ;Alcohol̬mia
2018S000460    ;No hi ha causa mediata
2018S003366    ;No hi ha causa mediata
2018S000105    ;No hi ha causa mediata
2018S001993    ;No hi ha causa mediata
2018S003959    ;No hi ha causa mediata
2018S004235    ;No hi ha causa mediata
2018S004804    ;No hi ha causa mediata
2018S006442    ;No hi ha causa mediata
2018S000151    ;No hi ha causa mediata
2018S008184    ;No hi ha causa mediata
2018S008105    ;No hi ha causa mediata
2018S002286    ;No hi ha causa mediata
2018S003821    ;No hi ha causa mediata
2018S001337    ;No hi ha causa mediata
2018S004354    ;No hi ha causa mediata
2018S006521    ;No hi ha causa mediata
2018S002265    ;No hi ha causa mediata
2018S006790    ;No hi ha causa mediata
2018S000354    ;No hi ha causa mediata
2018S006215    ;No hi ha causa mediata
2018S003649    ;No hi ha causa mediata
2018S002163    ;No hi ha causa mediata
2018S006290    ;No hi ha causa mediata
2018S007515    ;Alcohol̬mia
2018S002414    ;No hi ha causa mediata
2018S000308    ;No hi ha causa mediata
2018S006912    ;No hi ha causa mediata
2018S009414    ;No hi ha causa mediata
2018S002024    ;No hi ha causa mediata
2018S006151    ;No hi ha causa mediata
2018S005485    ;No hi ha causa mediata
2018S004553    ;No hi ha causa mediata
2018S001181    ;No hi ha causa mediata
2018S002716    ;No hi ha causa mediata
2018S007075    ;No hi ha causa mediata
2018S000079    ;No hi ha causa mediata
2018S007004    ;No hi ha causa mediata
2018S004774    ;No hi ha causa mediata
2018S005667    ;No hi ha causa mediata
2018S003650    ;No hi ha causa mediata
2018S006345    ;No hi ha causa mediata
2018S006478    ;No hi ha causa mediata
2018S000135    ;No hi ha causa mediata
2018S004426    ;No hi ha causa mediata
2018S007091    ;No hi ha causa mediata
2018S000393    ;No hi ha causa mediata
2018S006104    ;No hi ha causa mediata
2018S008031    ;No hi ha causa mediata
2018S006822    ;No hi ha causa mediata
2018S009052    ;No hi ha causa mediata
2018S004486    ;No hi ha causa mediata
2018S005211    ;No hi ha causa mediata
2018S001291    ;No hi ha causa mediata
2018S004640    ;No hi ha causa mediata
2018S000786    ;No hi ha causa mediata
2018S002961    ;No hi ha causa mediata
2018S002252    ;No hi ha causa mediata
2018S005187    ;No hi ha causa mediata
2018S003166    ;No hi ha causa mediata
2018S003848    ;No hi ha causa mediata
2018S002113    ;No hi ha causa mediata
2018S002953    ;No hi ha causa mediata
2018S002675    ;No hi ha causa mediata
2018S002138    ;No hi ha causa mediata
2018S001069    ;No hi ha causa mediata
2018S006379    ;Alcohol̬mia
2018S006636    ;Alcohol̬mia
2018S001167    ;No hi ha causa mediata
2018S001208    ;No hi ha causa mediata
2018S000955    ;No hi ha causa mediata
2018S003459    ;No hi ha causa mediata
2018S006332    ;Alcohol̬mia
2018S008220    ;Alcohol̬mia
2018S004175    ;No hi ha causa mediata
2018S009124    ;No hi ha causa mediata
2018S007899    ;No hi ha causa mediata
2018S005190    ;No hi ha causa mediata
2018S001844    ;No hi ha causa mediata
2018S009399    ;No hi ha causa mediata
2018S003767    ;No hi ha causa mediata
2018S002908    ;No hi ha causa mediata
2018S008135    ;No hi ha causa mediata
2018S009563    ;No hi ha causa mediata
2018S002797    ;No hi ha causa mediata
2018S002852    ;No hi ha causa mediata
2018S002748    ;No hi ha causa mediata
2018S005829    ;No hi ha causa mediata
2018S002695    ;No hi ha causa mediata
2018S006948    ;Alcohol̬mia
2018S000292    ;No hi ha causa mediata
2018S007807    ;No hi ha causa mediata
2018S006867    ;No hi ha causa mediata
2018S005606    ;No hi ha causa mediata
2018S002847    ;No hi ha causa mediata
2018S000809    ;No hi ha causa mediata
2018S005545    ;No hi ha causa mediata
2018S004097    ;No hi ha causa mediata
2018S006550    ;No hi ha causa mediata
2018S006799    ;No hi ha causa mediata
2018S001292    ;No hi ha causa mediata
2018S008303    ;No hi ha causa mediata
2018S007245    ;No hi ha causa mediata
2018S004768    ;No hi ha causa mediata
2018S001716    ;No hi ha causa mediata
2018S007013    ;No hi ha causa mediata
2018S008174    ;No hi ha causa mediata
2018S006993    ;No hi ha causa mediata
2018S006537    ;No hi ha causa mediata
2018S004192    ;No hi ha causa mediata
2018S005147    ;No hi ha causa mediata
2018S005248    ;No hi ha causa mediata
2018S006639    ;No hi ha causa mediata
2018S008137    ;No hi ha causa mediata
2018S005116    ;No hi ha causa mediata
2018S004289    ;Alcohol̬mia
2018S004675    ;No hi ha causa mediata
2018S009161    ;No hi ha causa mediata
2018S001169    ;Alcohol̬mia
2018S008811    ;No hi ha causa mediata
2018S008425    ;No hi ha causa mediata
2018S004795    ;No hi ha causa mediata
2018S005840    ;No hi ha causa mediata
2018S000543    ;No hi ha causa mediata
2018S004224    ;No hi ha causa mediata
2018S006136    ;No hi ha causa mediata
2018S000162    ;No hi ha causa mediata
2018S003762    ;No hi ha causa mediata
2018S001569    ;No hi ha causa mediata
2018S007160    ;No hi ha causa mediata
2018S002819    ;No hi ha causa mediata
2018S009838    ;No hi ha causa mediata
2018S002322    ;No hi ha causa mediata
2018S009954    ;No hi ha causa mediata
2018S005500    ;No hi ha causa mediata
2018S004956    ;No hi ha causa mediata
2018S001358    ;No hi ha causa mediata
2018S006990    ;No hi ha causa mediata
2018S009821    ;No hi ha causa mediata
2018S006458    ;No hi ha causa mediata
2018S001802    ;No hi ha causa mediata
2018S006977    ;No hi ha causa mediata
2018S005978    ;No hi ha causa mediata
2018S008079    ;No hi ha causa mediata
2018S006713    ;No hi ha causa mediata
2018S009733    ;No hi ha causa mediata
2018S000427    ;No hi ha causa mediata
2018S006800    ;No hi ha causa mediata
2018S004935    ;No hi ha causa mediata
2018S006962    ;No hi ha causa mediata
2018S005848    ;No hi ha causa mediata
2018S003395    ;No hi ha causa mediata
2018S008670    ;No hi ha causa mediata
2018S003233    ;No hi ha causa mediata
2018S002005    ;No hi ha causa mediata
2018S003116    ;No hi ha causa mediata
2018S006608    ;No hi ha causa mediata
2018S001821    ;No hi ha causa mediata
2018S004694    ;No hi ha causa mediata
2018S009045    ;No hi ha causa mediata
2018S008735    ;No hi ha causa mediata
2018S007298    ;No hi ha causa mediata
2018S008669    ;No hi ha causa mediata
2018S007413    ;No hi ha causa mediata
2018S005378    ;No hi ha causa mediata
2018S002925    ;No hi ha causa mediata
2018S006955    ;No hi ha causa mediata
2018S006334    ;Alcohol̬mia
2018S008788    ;No hi ha causa mediata
2018S002000    ;No hi ha causa mediata
2018S005113    ;No hi ha causa mediata
2018S003063    ;No hi ha causa mediata
2018S000048    ;No hi ha causa mediata
2018S000620    ;No hi ha causa mediata
2018S002940    ;No hi ha causa mediata
2018S004551    ;No hi ha causa mediata
2018S005431    ;No hi ha causa mediata
2018S001345    ;No hi ha causa mediata
2018S004506    ;No hi ha causa mediata
2018S009704    ;No hi ha causa mediata
2018S001701    ;No hi ha causa mediata
2018S001902    ;No hi ha causa mediata
2018S008107    ;No hi ha causa mediata
2018S005622    ;No hi ha causa mediata
2018S007170    ;No hi ha causa mediata
2018S009679    ;No hi ha causa mediata
2018S007862    ;No hi ha causa mediata
2018S003888    ;No hi ha causa mediata
2018S007374    ;No hi ha causa mediata
2018S008318    ;No hi ha causa mediata
2018S008835    ;No hi ha causa mediata
2018S008864    ;No hi ha causa mediata
2018S008725    ;No hi ha causa mediata
2018S007814    ;No hi ha causa mediata
2018S008320    ;No hi ha causa mediata
2018S005103    ;Alcohol̬mia
2018S008211    ;Alcohol̬mia
2018S001896    ;No hi ha causa mediata
2018S008779    ;No hi ha causa mediata
2018S004058    ;No hi ha causa mediata
2018S008295    ;No hi ha causa mediata
2018S002082    ;No hi ha causa mediata
2018S001296    ;No hi ha causa mediata
2018S006395    ;No hi ha causa mediata
2018S002972    ;No hi ha causa mediata
2018S000901    ;No hi ha causa mediata
2018S007458    ;No hi ha causa mediata
2018S008023    ;No hi ha causa mediata
2018S005227    ;No hi ha causa mediata
2018S007296    ;No hi ha causa mediata
2018S004538    ;No hi ha causa mediata
2018S008224    ;No hi ha causa mediata
2018S004073    ;No hi ha causa mediata
2018S000682    ;No hi ha causa mediata
2018S002421    ;No hi ha causa mediata
2018S008362    ;No hi ha causa mediata
2018S001952    ;No hi ha causa mediata
2018S008181    ;No hi ha causa mediata
2018S003552    ;No hi ha causa mediata
2018S007555    ;No hi ha causa mediata
2018S003119    ;No hi ha causa mediata
2018S005085    ;No hi ha causa mediata
2018S004806    ;No hi ha causa mediata
2018S003402    ;No hi ha causa mediata
2018S008352    ;No hi ha causa mediata
2018S004268    ;No hi ha causa mediata
2018S007448    ;No hi ha causa mediata
2018S003118    ;No hi ha causa mediata
2018S006356    ;No hi ha causa mediata
2018S002838    ;No hi ha causa mediata
2018S007994    ;No hi ha causa mediata
2018S004406    ;No hi ha causa mediata
2018S004160    ;No hi ha causa mediata
2018S003347    ;No hi ha causa mediata
2018S003706    ;No hi ha causa mediata
2018S009756    ;No hi ha causa mediata
2018S003830    ;No hi ha causa mediata
2018S000373    ;No hi ha causa mediata
2018S003032    ;No hi ha causa mediata
2018S005258    ;No hi ha causa mediata
2018S003235    ;No hi ha causa mediata
2018S007698    ;No hi ha causa mediata
2018S001047    ;No hi ha causa mediata
2018S001225    ;No hi ha causa mediata
2018S000506    ;No hi ha causa mediata
2018S008609    ;No hi ha causa mediata
2018S008448    ;No hi ha causa mediata
2018S005281    ;No hi ha causa mediata
2018S008946    ;No hi ha causa mediata
2018S009537    ;No hi ha causa mediata
2018S002376    ;No hi ha causa mediata
2018S000279    ;No hi ha causa mediata
2018S004877    ;No hi ha causa mediata
2018S004816    ;No hi ha causa mediata
2018S005412    ;No hi ha causa mediata
2018S001668    ;No hi ha causa mediata
2018S009418    ;No hi ha causa mediata
2018S009826    ;No hi ha causa mediata
2018S004435    ;No hi ha causa mediata
2018S001021    ;No hi ha causa mediata
2018S001377    ;No hi ha causa mediata
2018S003808    ;No hi ha causa mediata
2018S005691    ;No hi ha causa mediata
2018S003678    ;No hi ha causa mediata
2018S003548    ;No hi ha causa mediata
2018S001989    ;No hi ha causa mediata
2018S007640    ;No hi ha causa mediata
2018S006725    ;Cal̤ada en mal estat
2018S005893    ;Alcohol̬mia
2018S009627    ;No hi ha causa mediata
2018S005347    ;Alcohol̬mia
2018S000351    ;No hi ha causa mediata
2018S004296    ;No hi ha causa mediata
2018S005182    ;No hi ha causa mediata
2018S007509    ;No hi ha causa mediata
2018S000032    ;No hi ha causa mediata
2018S007020    ;No hi ha causa mediata
2018S001424    ;No hi ha causa mediata
2018S006429    ;No hi ha causa mediata
2018S005780    ;No hi ha causa mediata
2018S006868    ;No hi ha causa mediata
2018S003090    ;No hi ha causa mediata
2018S001113    ;Alcohol̬mia
2018S006921    ;No hi ha causa mediata
2018S008713    ;No hi ha causa mediata
2018S001464    ;No hi ha causa mediata
2018S006740    ;No hi ha causa mediata
2018S006628    ;No hi ha causa mediata
2018S005926    ;No hi ha causa mediata
2018S007197    ;No hi ha causa mediata
2018S009118    ;No hi ha causa mediata
2018S009682    ;No hi ha causa mediata
