"CODI_VIA","CODI_CARRER_INE","TIPUS_VIA","NOM_OFICIAL","NOM_CURT","NRE_MIN","NRE_MAX"
"701443","05771","Ptge","Passatge de Ricard Zamora","Ptge Ricard Zamora","",""
"701447","05775","C","Carrer de Francesc de Borja Moll","F de Borja Moll","",""
"701448","05776","C","Carrer d'Anaïs Nin","Anaïs Nin","",""
"701449","05777","C","Carrer de Josep Narcís Roca","Josep Narcís Roca","",""
"701450","05778","C","Carrer de Pierre Vilar","Pierre Vilar","",""
"701451","05779","Jard","Jardins de Flora Tristán","Jard Flora Tristán","",""
"701452","05780","Jard","Jardins de Paula Montal","Jard Paula Montal","",""
"701453","05781","Jard","Jardins de Maria Mercè Marçal","Jard M Mercè Marça","",""
"701454","05782","Jard","Jardins dels Tres Tombs","Jard Tres Tombs","",""
"701455","05783","Jard","Jardins de Jaume Perich","Jard Jaume Perich","",""
"701456","05784","Jard","Jardins de Lina Ódena","Jard Lina Ódena","",""
"701457","05785","Jard","Jardins de l'Arenal de Llevant","Jard A Llevant","",""
"701458","05786","Jard","Jardins de Maria Callas","Jard Maria Callas","",""
"701459","05787","Plta","Placeta de María Luz Morales","Plta M Luz Morales","",""
"701467","05795","Jard","Jardins de Celestina Vigneaux","Jard C Vigneaux","",""
"701476","05804","C","Carrer Longitudinal 1","Longitudinal 1","",""
"701477","05805","C","Carrer Longitudinal 2","Longitudinal 2","",""
"701478","05806","C","Carrer Longitudinal 3","Longitudinal 3","",""
"701479","05807","C","Carrer Longitudinal 4","Longitudinal 4","",""
"701480","05808","C","Carrer Longitudinal 8","Longitudinal 8","",""
"701481","05810","C","Carrer Longitudinal 9","Longitudinal 9","",""
"701482","05811","C","Carrer Transversal 1","Transversal 1","",""
"701483","05812","C","Carrer Transversal 2","Transversal 2","",""
"701484","05813","C","Carrer Transversal 3","Transversal 3","",""
"701485","05814","C","Carrer Transversal 4","Transversal 4","",""
"701486","05815","C","Carrer Transversal 6","Transversal 6","",""
"701487","05816","C","Carrer Transversal 7","Transversal 7","",""
"701489","05818","C","Carrer Transversal 9","Transversal 9","",""
"701490","05819","C","Carrer Transversal 10","Transversal 10","",""
"701491","05820","C","Carrer Transversal 11","Transversal 11","",""
"701492","05821","C","Carrer Transversal 12","Transversal 12","",""
"701493","05822","C","Carrer Transversal 13","Transversal 13","",""
"701494","05823","C","Carrer Transversal 14","Transversal 14","",""
"701495","05824","C","Carrer Transversal 15","Transversal 15","",""
"701496","05825","C","Carrer Transversal 17","Transversal 17","",""
"701497","05826","Ctra","Carretera B-10 (Llobregat)","Ctra B-10 (Llobre)","",""
"701498","05827","Ctra","Carretera B-10 (Besòs)","Ctra B-10 (Besòs)","",""
"701499","05828","Pl","Plaça de Vázquez Montalbán","Pl Vázquez Montalb","",""
"701500","05829","C","Carrer Nou de Sadurní","Nou de Sadurní","",""
"701501","05830","Ctra","Carretera B-20 (Llobregat)","Ctra B-20 (Llobre)","",""
"701502","05831","Ctra","Carretera B-20 (Besòs)","Ctra B-20 (Besòs)","",""
"701503","05832","Pl","Plaça de Juliana Morell","Pl Juliana Morell","",""
"701505","05834","C","Carrer Sense Nom (Tucuman-Junoy)","S N (Tucuman","",""
"701506","05835","Pl","Plaça de Carme Montoriol","Pl Carme Montoriol","",""
"701507","05836","Pl","Plaça de Can Portabella","Pl Can Portabella","",""
"701508","05837","C","Carrer d'Emília Coranty","Emília Coranty","",""
"701510","05839","Pl","Plaça d'Ernest Lluch i Martín","Pl Ernest Lluch","",""
"701511","05840","Ctra","Carretera Circumval·lació Tram 7","Ctra Circmv Tram 7","",""
"701512","05841","Ctra","Carretera Circumval·lació Tram 8","Ctra Circmv Tram 8","",""
"701513","05842","C","Carrer H Moll Inflamables","H Moll Inflamables","",""
"701514","05843","C","Carrer del Port de Lagos","Port de Lagos","",""
"701515","05844","C","Carrer A Moll Inflamables","A Moll Inflamables","",""
"701516","05845","C","Carrer B Moll Inflamables","B Moll Inflamables","",""
"701517","05846","C","Carrer C Moll Inflamables","C Moll Inflamables","",""
"701518","05847","C","Carrer D Moll Inflamables","D Moll Inflamables","",""
"701519","05848","C","Carrer E Moll Inflamables","E Moll Inflamables","",""
"701520","05849","C","Carrer F Moll Inflamables","F Moll Inflamables","",""
"701521","05850","C","Carrer del Port de Ningbo","Port de Ningbo","",""
"701522","05851","C","Carrer del Port d'Alexandria","Port d'Alexandria","",""
"701523","05852","C","Carrer del Port de Casablanca","Port de Casablanca","",""
"701524","05854","C","Carrer del Port de Haifa","Port de Haifa","",""
"701525","05855","C","Carrer del Port de Miami","Port de Miami","",""
"701526","05856","C","Carrer del Port de Tianjin","Port de Tianjin","",""
"701527","05857","Ptge","Passatge de Maria Llimona","Ptge Maria Llimona","",""
"701528","05858","Camí","Camí del Mar","Camí Mar","",""
"701529","05859","Plta","Placeta de Joan Brossa","Plta Joan Brossa","",""
"701530","05860","Pl","Plaça de l'Aqüeducte","Pl Aqüeducte","",""
"701531","05861","Pl","Plaça d'Àngel Rodríguez","Pl Àngel Rodríguez","",""
"701532","05862","Pl","Plaça de Tísner","Pl Tísner","",""
"701533","05863","Pl","Plaça de Joan Capri","Pl Joan Capri","",""
"701534","05864","Jard","Jardins d'Elena Maseras","Jard Elena Maseras","",""
"701535","05865","Pl","Plaça de Cal Muns","Pl Cal Muns","",""
"701536","05866","Jrdi","Jardí d'Áurea Cuadrado","Jrdi Áurea Cuadrad","",""
"701537","05867","Ptge","Passatge de Daró","Ptge Daró","",""
"701538","05868","C","Carrer de Besiberri","Besiberri","",""
"701539","05869","Pl","Plaça de Dolors Piera","Pl Dolors Piera","",""
"701540","05870","Ptge","Passatge de Magdalena Giralt","Ptge Magdal Giralt","",""
"701541","05871","Ptge","Passatge de Madrona Prat","Ptge Madrona Prat","",""
"701542","05872","Esc","Escales de Tenerife","Esc Tenerife","",""
"701543","05873","Jard","Jardins de l'Amistat","Jard Amistat","",""
"701544","05874","Pas","Pas de Ramon Cabau","Pas Ramon Cabau","",""
"701545","05875","Pl","Plaça dels Titellaires","Pl Titellaires","",""
"701546","05876","Jrdi","Jardí del Tenor Masini","Jrdi Tenor Masini","",""
"701547","05877","Jard","Jardins de Maria Baldó","Jard Maria Baldó","",""
"701548","05878","Pl","Plaça de la Hispano Suïssa","Pl Hispano Suïssa","",""
"701549","05879","Ptge","Passatge d'Alfonso Lafuente","Ptge Alf Lafuente","",""
"701550","05880","Pl","Plaça de les Cristalleries Planell","Pl Cristalleries P","",""
"701551","05881","Ptge","Passatge d'Aristòtil","Ptge Aristòtil","",""
"701552","05882","Jrdi","Jardí de Mercè Llimona","Jrdi Mercè Llimona","",""
"701553","05883","Jrdi","Jardí de Carme Serrallonga","Jrdi C Serrallonga","",""
"701554","05884","Jard","Jardins de Sarrià Vell","Jard Sarrià Vell","",""
"701555","05885","Jrdi","Jardí de Xavier Benguerel","Jrdi Xav Benguerel","",""
"701556","05886","Plta","Placeta de Josep Ma. Jaén","Plta Josep M. Jaén","",""
"701557","05887","Pl","Plaça d'Isabel Vila","Pl Isabel Vila","",""
"701558","05888","Plta","Placeta de Luis Buñuel","Plta Luis Buñuel","",""
"701559","05889","Av","Avinguda d'Eduard Maristany","Av E Maristany","",""
"701560","05890","Jard","Jardins d'Ernest Lluch","Jard Ernest Lluch","",""
"701561","05891","Pl","Plaça de Charles Darwin","Pl Charles Darwin","",""
"701562","05892","Plta","Placeta d'Aureli Capmany","Plta A Capmany","",""
"701563","05893","Jard","Jardins de Victoria de los Ángeles","Jard V Ángeles","",""
"701564","05894","C","Carrer del Lligabosc","Lligabosc","",""
"701565","05895","Pl","Plaça de les Ceràmiques Vicens","Pl Ceràmiq Vicens","",""
"701566","05896","Pl","Plaça de les Dones del 36","Pl Dones del 36","",""
"701567","05897","Ptge","Passatge de Mart","Ptge Mart","",""
"701568","05898","C","Carrer d'Otília Castellví","Otília Castellví","",""
"701569","05899","Pl","Plaça de Prosperitat","Pl Prosperitat","",""
"701570","05901","Ptge","Passatge d'Holanda","Ptge Holanda","",""
"701571","05902","Pl","Plaça del Gas","Pl Gas","",""
"701572","05903","Pl","Plaça de l'Aigua","Pl Aigua","",""
"701573","05904","Jard","Jardins de Tete Montoliu","Jard Tete Montoliu","",""
"701574","05905","Jard","Jardins de Constança d'Aragó","Jard Const d'Aragó","",""
"701575","05906","Jard","Jardins de Beatriu de Provença","Jard Beatriu Prove","",""
"701576","05907","Pas","Pas d'Antonio Cuadrillero","Pas A Cuadrillero","",""
"701577","05908","Pl","Plaça de Salvador Puig i Antich","Pl Salvador Puig A","",""
"701578","05909","Pl","Plaça del Raïm","Pl Raïm","",""
"701579","05910","C","Carrer de Dolors Lleonart","Dolors Lleonart","",""
"701580","05911","Jard","Jardins del Doctor Pla i Armengol","Jard Dr Pla Armeng","",""
"701587","05918","Pl","Plaça de la Primavera","Pl Primavera","",""
"701588","05919","C","Carrer de Clara Zetkin","Clara Zetkin","",""
"701589","05920","Jard","Jardins de Can Bruixa","Jard Can Bruixa","",""
"701590","05921","Jard","Jardins de Laura Albéniz","Jard Laura Albéniz","",""
"701591","05922","Jard","Jardins d'Ermessenda de Carcassona","Jard Ermessenda C","",""
"701592","05923","Jard","Jardins d'Anaïs Napoleon","Jard Anaïs Napoleo","",""
"701593","05924","Jard","Jardins d'Enriqueta Sèculi","Jard Enriq Sèculi","",""
"701594","05925","Jard","Jardins de Mercè Vilaret","Jard Mercè Vilaret","",""
"701595","05926","Pl","Plaça de l'Aire","Pl Aire","",""
"701596","05927","Jrdi","Jardí del Clot d'en Salvi","Jrdi Clot Salvi","",""
"701597","05928","Jard","Jardins de Teresa de Calcuta","Jard T de Calcuta","",""
"701598","05929","Jard","Jardins de Can Miralletes","Jard C Miralletes","",""
"701599","05930","Jard","Jardins d'Ada Byron","Jard Ada Byron","",""
"701600","05931","Jard","Jardins de Margarida Comas","Jard Marga Comas","",""
"701601","05932","Pl","Plaça de Llibertat Ròdenas","Pl Llibert Ròdenas","",""
"701602","05933","Jard","Jardins de Josep Pous i Pagès","Jard J Pous Pagès","",""
"701603","05934","Pl","Plaça de les Masies d'Horta","Pl Masies d'Horta","",""
"701604","05935","Pl","Plaça de Vista Park","Pl Vista Park","",""
"701605","05936","Pl","Plaça de la Cosmos","Pl Cosmos","",""
"701606","05937","Jrdi","Jardí del Lledoner","Jrdi Lledoner","",""
"701607","05938","Pl","Plaça del Rom Cremat","Pl Rom Cremat","",""
"701608","05939","Jard","Jardins de Jaume Ferran i Clua","Jard Jaume Ferran","",""
"701609","05940","Pl","Plaça de Willy Brandt","Pl Willy Brandt","",""
"701610","05941","Pl","Plaça de Leonardo da Vinci","Pl Leonar da Vinci","",""
"701611","05942","Ptja","Platja del Llevant","Ptja Llevant","",""
"701612","05943","Pl","Plaça del Fòrum","Pl Fòrum","",""
"701613","05944","Parc","Parc dels Auditoris","Parc Auditoris","",""
"701614","05945","Parc","Parc del Camp de la Bota","Parc C de la Bota","",""
"701615","05946","Parc","Parc del Maresme","Parc Maresme","",""
"701616","05947","Jard","Jardins de Rosa Maria Arquimbau","Jard R. Arquimbau","",""
"701617","05948","Pl","Plaça de Joaquim Serra","Pl Joaquim Serra","",""
"701618","05949","Pl","Plaça de la Bella Dorita","Pl Bella Dorita","",""
"701619","05950","Ptge","Passatge de Ladislao Kubala","Ptge L Kubala","",""
"701620","05951","Ptge","Passatge de Montserrat de Andrés","Ptge M de Andrés","",""
"701621","05952","Jard","Jardins de Carme Biada","Jard Carme Biada","",""
"701622","05953","Jard","Jardins de Maria Matilde Almendros","Jard M M Almendros","",""
"701623","05954","Pl","Plaça del Moviment Obrer","Pl Moviment Obrer","",""
"701624","05955","Pl","Plaça Sense Nom (Alts Forns)","Pl SN (Alts Forns)","",""
"701625","05956","Pl","Plaça de Rosa Peraulet","Pl Rosa Peraulet","",""
"701626","05957","Plta","Placeta de Daniel Dalmases","Plta D Dalmases","",""
"701627","05958","Pl","Plaça de Joan Riera","Pl Joan Riera","",""
"701628","05959","Ptge","Passatge d'Aurora Díaz Plaja","Ptge A Díaz Plaja","",""
"701629","05960","C","Carrer d'Isaac Newton","Isaac Newton","",""
"701630","05961","Plta","Placeta d'Anna Murià","Plta Anna Murià","",""
"701631","05962","Pl","Plaça de Pilar Miró","Pl Pilar Miró","",""
"701632","05963","Jard","Jardins de Simone de Beauvoir","Jard S Beauvoir","",""
"701633","05964","Jard","Jardins de Piscines i Esports","Jard Pisci Esports","",""
"701634","05965","Jard","Jardins d'Oriol Martorell","Jard O Martorell","",""
"701635","05966","Camí","Camí del Cel del Tibidabo","Camí Cel Tibidabo","",""
"701636","05967","Plta","Placeta de Marconi","Plta Marconi","",""
"701637","05968","C","Carrer d'Amàlia Garcia","Amàlia Garcia","",""
"701638","05969","C","Carrer del Síndic Rahola","Síndic Rahola","",""
"701639","05970","Pl","Plaça Major de Nou Barris","Pl Maj Nou Barris","",""
"701640","05971","Jard","Jardins de Villa Clara","Jard Villa Clara","",""
"701641","05972","Jard","Jardins de Remedios Varó","Jard Remedios Varó","",""
"701642","05973","Pl","Plaça de Joan Fiveller","Pl Joan Fiveller","",""
"701643","05974","Pl","Plaça de la Rosa dels Vents","Pl Rosa dels Vents","",""
"701644","05975","Pg","Passeig del Mare Nostrum","Pg Mare Nostrum","",""
"701645","05976","C","Carrer de Joan Ferrándiz","Joan Ferrándiz","",""
"701647","05978","C","Carrer del Turó de les Roquetes","Turó Roquetes","",""
"701648","05979","Jard","Jardins de Gaietà Renom","Jard Gaietà Renom","",""
"701649","05980","Jard","Jardins de Mercè Rodoreda","Jard M Rodoreda","",""
"701650","05981","C","Carrer de Josefa Rosich","Josefa Rosich","",""
"701651","05982","Pl","Plaça de Sant Pol de Mar","Pl Sant Pol de Mar","",""
"701652","05983","Ptge","Passatge del Pinsà","Ptge Pinsà","",""
"701653","05984","Esc","Escales de la Floresta","Esc Floresta","",""
"701654","05985","Jard","Jardins de Santa Rosalia","Jard Santa Rosalia","",""
"701655","05986","Pl","Plaça d'Haya de la Torre","Pl Haya la Torre","",""
"701656","05987","Pl","Plaça de Numen Mestre","Pl Numen Mestre","",""
"701657","05988","Pl","Plaça d'Adolf Marsillach","Pl A Marsillach","",""
"701658","05989","Esc","Escales dels Canadencs","Esc Canadencs","",""
"701659","05990","Esc","Escales d'Albarrasí","Esc Albarrasí","",""
"701660","05991","Parc","Parc de Xavier Montsalvatge","Parc X Montsalvatg","",""
"701661","05992","Plta","Placeta de Lugo","Plta Lugo","",""
"701662","05993","Parc","Parc del Centre del Poblenou","Parc C Poblenou","",""
"701663","05994","Parc","Parc d'Antoni Santiburcio","Parc A Santiburcio","",""
"701664","05995","C","Carrer d'Antoni Santiburcio","Antoni Santiburcio","",""
"701665","05996","C","Carrer de Víctor Colomer","Víctor Colomer","",""
"701666","05997","Pg","Passeig de Marta Mata","Pg Marta Mata","",""
"701667","05998","C","Carrer de Manuel Muñoz","Manuel Muñoz","",""
"701668","05999","C","Carrer de la Maternitat d'Elna","Maternitat d'Elna","",""
"701669","06000","Parc","Parc de Joan Reventós","Parc Joan Reventós","",""
"701670","06001","C","Carrer Sense Nom (Palamós-Sagaró)","SN (Palamós-Sagar)","",""
"701671","06002","Pl","Plaça de Terenci Moix","Pl Terenci Moix","",""
"701673","06004","Jard","Jardins d'Irene Polo","Jard Irene Polo","",""
"701674","06005","Jard","Jardins de José Ignacio Urenda","Jard José I Urenda","",""
"701675","06006","Jard","Jardins de William Shakespeare","Jard William Shake","",""
"701676","06008","C","Carrer de Fèlix Amat","Fèlix Amat","",""
"701677","06009","C","Carrer de Joan B. Cendrós","Joan B. Cendrós","",""
"701678","06010","Av","Avinguda d'Arturo Mundet","Av Arturo Mundet","",""
"701679","06011","Pl","Plaça d'Anna Gironella","Pl Anna Gironella","",""
"701680","06012","Pl","Plaça de Manuel Baldrich","Pl Manuel Baldrich","",""
"701681","06013","C","Carrer de Rosario Pi","Rosario Pi","",""
"701682","06014","Jard","Jardins de Càndida Pérez","Jard Càndida Pérez","",""
"701683","06015","Pl","Plaça del Mirall de Pedralbes","Pl Mirall Pedralbe","",""
"701684","06016","C","Carrer d'Hipàtia d'Alexandria","Hipàtia d'Alexandr","",""
"701685","06017","C","Carrer d'Olympe de Gouges","Olympe de Gouges","",""
"701686","06018","Ptge","Passatge de Carmen de Burgos","Ptge Carmen de Bur","",""
"701687","06019","Jard","Jardins de les Sufragistes Catalanes","Jard Sufragistes C","",""
"701688","06020","C","Carrer de Palafrugell","Palafrugell","",""
"701689","06021","C","Carrer de Paulo Freire","Paulo Freire","",""
"701690","06022","Parc","Parc dels Garrofers","Parc Garrofers","",""
"701691","06023","Ctra","Carretera de Circumval·lació Tram 4","Ctra Circmv Tram 4","",""
"701694","06026","C","Carrer de Cal Cisó","Cal Cisó","",""
"701701","06033","C","Carrer Sense Nom (Motors-Tortosa)","SN(Motors-Tortosa)","",""
"701702","06034","Plta","Placeta de Martina Castells","Plta Mtna Castells","",""
"701703","06035","Plta","Placeta de Ramon Torres Casanova","Plta R T Casanova","",""
"701704","06036","Pl","Plaça de Joan Pelegrí","Pl Joan Pelegrí","",""
"701705","06037","C","Carrer dels Tallers Ferroviaris","Tallers Ferroviari","",""
"701706","06038","Jard","Jardins de Ma. Lluïsa Algarra","Jard M.Lluïsa Alga","",""
"701707","06039","Jard","Jardins de Miquel Martí i Pol","Jard M Martí i Pol","",""
"701708","06040","Jard","Jardins de Pepa Colomer","Jard Pepa Colomer","",""
"701709","06041","Pl","Plaça de Martínez Hueso","Pl Martínez Hueso","",""
"701710","06042","Jard","Jardins d'Ángeles López de Ayala","Jard A López Ayala","",""
